Macro Name,Name,Description,Size,Type,Class,Purpose,Hull,Mass,Price Min,Price Avg,Price Max,Cargo,Missiles,Drones,Units,Crew,Race,Engine Slots,Shield Slots,Weapon Slots,Turret Slots,Unknown Slots,Total Slots,Forward Drag,Pitch Inertia,Yaw Inertia,Roll Inertia
ship_ter_m_miner_solid_01_a_macro,Bolo (Mineral),"As is occasionally the case with emerging technology, the shift from station-based mining technology to the more efficient and adaptable approach of ship-based mining, came about in several disconnected regions of the Jump Gate network almost simultaneously. While the Argon-based Plutarch Mining Corporation developed their initial prototypes, several Sol-based corporations reached the same conclusion independently. When the Jump Gates realigned, both sides tried to sell their technological innovations to the other, only to realise that the market was already saturated.",m,miner,ship_m,mine,5000,37.781,330429,388740,447051,8800,20,0,0,7,terran,6,2,4,2,6,20,6.898,7.35,7.35,5.88
ship_ter_m_frigate_01_a_macro,Falx,"In the years since the Jump Gates realigned, this Protectorate-made support ship has become a cornerstone of the Terran fleets. The Falx is heavily inspired by the Argon Cerberus frigate, although the Terran engineers would never admit to that. Because it can carry a small-sized ship on board, it is often used for patrols. Should it encounter hostile forces, it can hold its own in combat until Terran reinforcements arrive, and on the distant fronts of the war against the Xenon it often acts as a reliable support ship.",m,frigate,ship_m,fight,20000,41.0,2391781,2813860,3235939,1500,100,0,12,23,terran,2,2,1,6,4,15,25.165,4.412,4.412,3.529
ship_ter_m_gunboat_01_a_macro,Jian,"A successor to the Claymore, the Jian is immediately distinguishable from its predecessor by its numerous turrets. Designed during the Jump Gate shutdown, the Terran Protectorate sought to create a more heavily armed, yet still nimble, gunboat. With its turrets capable of applying pressure in several directions simultaneously, it is easy for the Jian to switch rapidly between targets, allowing it to keep enemy fighter groups at bay.",m,gunboat,ship_m,fight,13000,34.134,1789217,2057600,2366240,0,40,0,0,8,terran,2,1,0,2,4,9,9.103,7.361,7.361,5.889
ship_ter_m_corvette_01_a_macro,Katana,"A sleek Corvette-class ship, the Katana was engineered to be as compact as possible and minimise its surface area as a potential target. The front-facing weapons make it the Terran Protectorate's first choice for engaging individual targets, as they concentrate all of its available fire-power in one place.",m,corvette,ship_m,fight,11000,29.28,1499009,1763540,2028071,560,40,0,0,6,terran,2,1,1,2,4,10,4.051,6.0,6.0,6.0
ship_ter_m_corvette_02_a_macro,Odachi,"Often referred to as the bigger brother of the Cutlass, the Odachi is frequently used in places where the additional firepower provided can make a decisive impact. This ship design was first conceived in the Terraformer conflict as a way for Terran forces to be able to combat the capital ships that were increasingly plaguing battles.",m,corvette,ship_m,fight,16100,20.594,1128622,1410777,1692933,0,40,0,0,4,terran,2,1,0,2,4,9,2.524,1.257,1.257,1.006
ship_ter_m_corvette_02_b_macro,Odachi,"Often referred to as the bigger brother of the Cutlass, the Odachi is frequently used in places where the additional firepower provided can make a decisive impact. This ship design was first conceived in the Terraformer conflict as a way for Terran forces to be able to combat the capital ships that were increasingly plaguing battles.",m,corvette,ship_m,fight,16100,20.594,0,0,0,0,40,0,0,4,terran,1,1,4,0,4,10,2.524,1.257,1.257,1.006
ship_xen_m_corvette_01_a_macro,B,"Created at the same time as the smaller F class, to complement it in larger construction projects, the B's main armaments are cutting beams, initially used to prepare materials for other ships to use. The B proved to be effective in an offensive role as well, mostly due to its robust hull.",m,corvette,ship_m,fight,8400,21.36,84660,99600,114540,0,38,0,0,5,xenon,4,2,2,2,4,14,4.312,4.236,4.236,3.389
ship_xen_m_fighter_01_a_macro,P,"The lack of intel or communication about the Xenon renders even the most basic questions unanswerable. For example, why does the Xenon P corvette resemble an Earth trilobite?\n\nRegardless of the inscrutability of Xenon design philosophy, the P remains a fearsome adversary in battle.",m,corvette,ship_m,fight,10000,25.959,66827,78620,90413,0,0,0,0,0,xenon,1,2,2,2,1,8,4.944,4.561,4.561,3.649
ship_xen_m_corvette_02_a_macro,PE,"The lack of intel or communication about the Xenon renders even the most basic questions unanswerable. For example, why does the Xenon P corvette resemble an Earth trilobite?\n\nRegardless of the inscrutability of Xenon design philosophy, the P remains a fearsome adversary in battle.",m,corvette,ship_m,fight,12000,24.634,72505,85300,98095,0,28,0,0,1,xenon,1,2,1,1,2,7,11.906,7.1,7.1,6.3
ship_xen_m_miner_01_a_macro,S,The Xenon S is a light miner/freighter supporting the AI collective's primary resource logistics.,m,miner,ship_m,mine,6000,49.951,60648,71350,82053,9500,0,0,0,0,xenon,1,2,1,1,4,9,8.243,8.129,8.129,6.503
ship_xen_m_miner_solid_01_a_macro,SE,"The Xenon S is a light miner/freighter supporting the AI collective's primary resource logistics.\n\nThe SE is a more recent variant of the S, and while information is limited on the exact differences between the two versions, it is possibly only a minor superficial evolution of the design. A peculiarity is that the SE is one of the few instances in which the intermediate steps in Xenon evolution are present, rather than being confronted with almost entirely new designs after countless presumed iterations of unseen ships. Scientists hope that studying these ships may give valuable information leading to an understanding of the mechanisms and pressures behind Xenon evolution, so that the threat can be more efficiently counteracted.",m,miner,ship_m,mine,6100,46.638,60648,71350,82053,9500,0,0,0,1,xenon,1,2,6,2,4,15,7.788,7.17,7.17,5.736
ship_gen_s_racer_01_a_macro,Dart,"The Dart was initially released as a mail-in kit project, to which an aspiring racer could subscribe and have parts shipped to them periodically. Due to its popularity, the Dart was quickly offered as a ready-to-fly ship, and the project took no new kit customers.\n\nIt is easy to identify a kit-built Dart from a production one, as the tooling for the rear titanium fins was recreated due to complaints about the fins' shape not fitting that of the rest of the ship.\n\nDespite being discontinued, the kits remain remarkably popular, and incomplete kits regularly sell for beyond the price of a production ship.",s,fighter,ship_s,racing,2100,3.2,294823,346850,398878,0,0,0,0,0,,2,1,2,0,4,9,0.71,1.3,1.3,1.3
ship_gen_s_fighter_01_a_macro,Nodan Vanguard,"Perhaps the most interesting thing about the Nodan fighter is the lack of information available regarding its existence. It is only known to be available from the Alliance of the Word, and the organisation has remained tight-lipped as to the vessel's inception and design.\n\nThe design is somewhat quirky, with no clear antecedence related to other faction architecture. However, the Nodan has earned itself plaudits from committed dogfighters, based on its impressive speed, agility and deceleration.\n\nFor those seeking additional speed, the Nodan Vanguard model is available.",s,fighter,ship_s,fight,3900,8.113,65986,77630,89275,700,20,0,0,3,,2,1,2,0,4,9,4.283,1.758,1.758,1.407
ship_arg_s_trans_container_02_b_macro,Callisto Sentinel,"While largely superseded by more modern courier designs, the Argon Callisto has a strange, cult attraction. In no area does this ship excel, and yet thousands of owners gather periodically at Hatikvah's Choice to show off their various paint jobs and module modifications.\n\nThe release of a Sentinel variant is seen by some as evidence that the manufacturer has found a means of monetising the Callisto's enthusiastic fan base, rather than an attempt to build a performance spacecraft.",s,courier,ship_s,trade,2500,13.5,83687,98455,113223,0,4,0,0,2,argon,1,1,2,0,4,8,3.9,4.877,4.877,3.902
ship_arg_s_trans_container_02_a_macro,Callisto Vanguard,"While largely superseded by more modern courier designs, the Argon Callisto has a strange, cult attraction. In no area does this ship excel, and yet thousands of owners gather periodically at Hatikvah's Choice to show off their various paint jobs and module modifications.\n\nThe release of a Vanguard model did not make the ship materially more useful, however, Callisto aficionados do seem to appreciate it.",s,courier,ship_s,trade,2100,12.0,68043,80050,92058,0,4,0,0,3,argon,1,1,2,0,4,8,3.7,4.173,4.173,3.338
ship_arg_s_miner_solid_01_a_macro,Courier (Mineral),"After years of outcry from many a trader about the lack of a small and speedy transporter, the up and coming ship manufacturer Jinko-Tekina have supplied both the Argon Federation and Antigone Memorial with the Courier-class s-ship, designed for transporting small numbers of valuable wares across a short distance in order to limit the risk of hijacking as well as to share the load of M- and L-sized transporters that make up the rest of the Argon merchant fleet.",s,miner,ship_s,mine,1200,13.0,70775,83265,95755,0,10,0,0,3,argon,3,1,6,0,4,14,4.478,4.871,4.871,3.897
ship_arg_s_trans_container_01_b_macro,Courier Sentinel,"After years of outcry from many a trader about the lack of a small and speedy transporter, the up and coming ship manufacturer Jinko-Tekina have supplied both the Argon Federation and Antigone Memorial with the Courier-class s-ship, designed for transporting small numbers of valuable wares across a short distance in order to limit the risk of hijacking as well as to share the load of M- and L-sized transporters that make up the rest of the Argon merchant fleet.",s,courier,ship_s,trade,3000,19.5,158083,185980,213877,0,10,0,0,4,argon,2,1,4,0,4,11,7.2,4.5,4.5,4.0
ship_arg_s_trans_container_01_a_macro,Courier Vanguard,"After years of outcry from many a trader about the lack of a small and speedy transporter, the up and coming ship manufacturer Jinko-Tekina have supplied both the Argon Federation and Antigone Memorial with the Courier-class s-ship, designed for transporting small numbers of valuable wares across a short distance in order to limit the risk of hijacking as well as to share the load of M- and L-sized transporters that make up the rest of the Argon merchant fleet.",s,courier,ship_s,trade,2600,18.0,132396,155760,179124,1960,10,0,0,5,argon,2,2,5,0,4,13,6.7,4.5,4.5,4.0
ship_arg_s_scout_01_b_macro,Discoverer Sentinel,"Long serving as the scout and exploration ship for the Argon fleet, the Discoverer saw little re-design or overhaul until the Jump Gate shutdown. The current model, an overall improvement on the model used before the shutdown, was designed in the Antigone Republic and made available to the Argon Federation as part of an ongoing technology exchange between the two allied factions.",s,scout,ship_s,fight,1700,7.611,90041,105930,121820,648,20,0,0,1,argon,2,2,5,0,4,13,3.509,1.11,1.11,0.888
ship_arg_s_scout_01_a_macro,Discoverer Vanguard,"Long serving as the scout and exploration ship for the Argon fleet, the Discoverer saw little re-design or overhaul until the Jump Gate shutdown. The current model, an overall improvement on the model used before the shutdown, was designed in the Antigone Republic and made available to the Argon Federation as part of an ongoing technology exchange between the two allied factions.",s,scout,ship_s,fight,1400,6.343,74464,87605,100746,540,20,0,0,2,argon,2,2,4,0,4,12,3.335,0.993,0.993,0.795
ship_arg_s_heavyfighter_01_b_macro,Eclipse Sentinel,"Redesigned using the same combat-ready cockpit used by the new-look Nova, the Eclipse replaces the rotatable engines with a support structure that allows it to carry more weapons - effectively sacrificing the manoeuvrability of the dog-fighter for enough fire-power to be devastating against both small- and medium-sized ships.\n\nThis sacrifice does make the ship vulnerable to more specialised dog-fighters and interceptors, but nonetheless both the Federal and Republic navy has found the new Eclipse to be a worthy addition to their fleets, with Argon ship designers once again leading the race to design ships effective for both personal and military use.",s,heavyfighter,ship_s,fight,5300,11.165,192104,226005,259906,420,50,0,0,2,argon,3,1,2,0,4,10,5.539,2.856,2.856,2.284
ship_arg_s_heavyfighter_01_a_macro,Eclipse Vanguard,"Redesigned using the same combat-ready cockpit used by the new-look Nova, the Eclipse replaces the rotatable engines with a support structure that allows it to carry more weapons - effectively sacrificing the manoeuvrability of the dog-fighter for enough fire-power to be devastating against both small- and medium-sized ships.\n\nThis sacrifice does make the ship vulnerable to more specialised dog-fighters and interceptors, but nonetheless both the Federal and Republic navy has found the new Eclipse to be a worthy addition to their fleets, with Argon ship designers once again leading the race to design ships effective for both personal and military use.",s,heavyfighter,ship_s,fight,4400,9.304,159039,187105,215171,350,50,0,0,3,argon,1,1,1,0,3,6,5.155,2.48,2.48,1.984
ship_arg_s_heavyfighter_02_a_macro,Eclipse Vanguard,"Redesigned using the same combat-ready cockpit used by the new-look Nova, the Eclipse replaces the rotatable engines with a support structure that allows it to carry more weapons - effectively sacrificing the manoeuvrability of the dog-fighter for enough fire-power to be devastating against both small- and medium-sized ships.\n\nThis sacrifice does make the ship vulnerable to more specialised dog-fighters and interceptors, but nonetheless both the Federal and Republic navy has found the new Eclipse to be a worthy addition to their fleets, with Argon ship designers once again leading the race to design ships effective for both personal and military use.",s,heavyfighter,ship_s,fight,4000,8.406,144283,169745,195207,320,20,0,0,3,argon,2,1,3,0,4,10,4.72,2.077,2.077,1.662
ship_arg_s_fighter_02_b_macro,Elite Sentinel,"Though retired from service for a long time before the Jump Gate shutdown, the push to give any advantage to the Federal and Republic fleets in their fights against the Xenon and the Holy Order of the Pontifex has seen the long-serving Elite redesigned as an interceptor.\n\nQuick in a straight line and able to fire off short bursts of fire-power before disengaging, the Elite often targets small ships and slower missiles, as well as using its speed and size, in support of the dog-fighters that are able to hold out longer under fire.",s,fighter,ship_s,fight,2200,4.526,79042,92990,106939,180,20,0,0,1,argon,2,1,3,0,4,10,2.382,0.492,0.492,0.393
ship_arg_s_racer_01_a_macro,Elite Sport,"Though retired from service for a long time before the Jump Gate shutdown, the push to give any advantage to the Federal and Republic fleets in their fights against the Xenon and the Holy Order of the Pontifex has seen the long-serving Elite redesigned as an interceptor.\n\nQuick in a straight line and able to fire off short bursts of fire-power before disengaging, the Elite often targets small ships and slower missiles, as well as using its speed and size, in support of the dog-fighters that are able to hold out longer under fire.",s,fighter,ship_s,racing,1800,3.772,146598,172350,198203,0,0,0,0,0,argon,3,1,2,0,4,10,0.86,0.451,0.451,0.361
ship_arg_s_fighter_02_a_macro,Elite Vanguard,"Though retired from service for a long time before the Jump Gate shutdown, the push to give any advantage to the Federal and Republic fleets in their fights against the Xenon and the Holy Order of the Pontifex has seen the long-serving Elite redesigned as an interceptor.\n\nQuick in a straight line and able to fire off short bursts of fire-power before disengaging, the Elite often targets small ships and slower missiles, as well as using its speed and size, in support of the dog-fighters that are able to hold out longer under fire.",s,fighter,ship_s,fight,1800,3.772,65242,76755,88268,150,20,0,0,2,argon,3,1,2,0,4,10,2.193,0.451,0.451,0.361
ship_pir_s_fighter_01_a_macro,Kyd,"The Dark left the Windfall system not only isolated, but also ill-equipped for ship building, since it lacked both a wharf and capable engineers. For nearly four decades, the inhabitants largely had to make do with an aging fleet of stranded ships that were taken by surprise by the Jump Gate shutdown. The few remaining engineers in the system were mainly occupied with maintenance, but experimented when they could with custom ship designs. They slowly learned the craft, and became creative with the resources they had to hand. Most of their custom creations were built from repurposed luxury mass traffic vehicles, spare engines disassembled from the leftover fleet, and various parts from scrapped ships that were beyond repair. It was only in 821 (NT), after the Jump Gate to Avarice opened, that a proper supply of resources allowed the engineers to finally abandon their custom creations and develop blueprints for mass production. Arguably, those blueprints still bear the hallmarks of the haphazard designs of the past.(Windfall Ship Building)\n\n(Kyd)Hastily developed in 821 (NT), Scrapyard engineers introduced the first fighter to be mass-produced in Windfall, the Kyd. Demand for the new ship was high. The influx of resources from the newly connected Avarice increased tensions in the system, leading to a struggle for control over the new trade route, and allowing old rivalries to finally finance their vendettas. The Kyd quickly gained a reputation as a cheap, low-maintenance fighter, and was widely deployed in raids and patrols. Most stories of great battles fought between Syndicate leaders at that time happened during the ship's glory days. By now, the Kyd is considered somewhat dated, but is still an inexpensive and reliable choice.",s,fighter,ship_s,fight,3000,6.846,36250,53080,69910,0,20,0,0,2,argon,2,1,2,0,4,9,3.951,1.077,1.077,0.862
ship_pir_s_fighter_02_a_macro,Lux,"The Dark left the Windfall system not only isolated, but also ill-equipped for ship building, since it lacked both a wharf and capable engineers. For nearly four decades, the inhabitants largely had to make do with an aging fleet of stranded ships that were taken by surprise by the Jump Gate shutdown. The few remaining engineers in the system were mainly occupied with maintenance, but experimented when they could with custom ship designs. They slowly learned the craft, and became creative with the resources they had to hand. Most of their custom creations were built from repurposed luxury mass traffic vehicles, spare engines disassembled from the leftover fleet, and various parts from scrapped ships that were beyond repair. It was only in 821 (NT), after the Jump Gate to Avarice opened, that a proper supply of resources allowed the engineers to finally abandon their custom creations and develop blueprints for mass production. Arguably, those blueprints still bear the hallmarks of the haphazard designs of the past.(Windfall Ship Building)\n\n(Lux)Following the introduction of the Kyd, Aurora Casino engineers started work on their own design for a viable fighter, able to outperform the existing model. After a series of failures and setbacks over a span of two years, they introduced the Lux in 823 (NT). Equipped with an additional engine, the Lux would set a new standard for both speed and manoeuvrability in Windfall's fighters. Anyone who could afford to do so, would soon decommission their Kyd fleet and replace them with Lux fighters. This lead to a flood of cheap Kyd ships on the market, which were bought up by smaller gangs, or scrapped for their raw materials. The wide availability of these cheap fighters increased local piracy and conflicts in both systems, threatening the unification progress that the Syndicate had made over the preceding years.",s,fighter,ship_s,fight,2600,5.82,122070,175140,228210,0,20,0,0,1,argon,2,1,2,0,4,9,3.967,0.83,0.83,0.664
ship_arg_s_fighter_01_b_macro,Nova Sentinel,"Though the prototype for the new-model Nova-class fighter was in development as far back as the Terran Conflict, it failed to reach production before the Jump Gate shutdown. Its first major role was escorting Argon Federation exploratory groups sent into newly discovered or rediscovered areas of space as the Jump Gates began to realign.\n\nThe new-look Nova is a major step up in ship design, with rotatable engines that make it formidable in strafing targets of a similar size. The Nova's redesign caused considerable controversy in the piloting community, when the rear turret was abandoned in favour of increased laser energy and strafing performance.\n\nDespite being a sound dogfighter, the Nova lacks the firepower required by full-time combatants. The Nova's Sentinel variant has a hardened hull, adding resilience, though this comes at a marginal cost to speed.",s,fighter,ship_s,fight,3800,6.75,136085,160100,184115,288,20,0,0,2,argon,2,1,2,0,4,9,3.7,1.398,1.398,1.537
ship_arg_s_fighter_01_a_macro,Nova Vanguard,"Though the prototype for the new-model Nova-class fighter was in development as far back as the Terran Conflict, it failed to reach production before the Jump Gate shutdown. Its first major role was escorting Argon Federation exploratory groups sent into newly discovered or rediscovered areas of space as the Jump Gates began to realign.\n\nThe new-look Nova is a major step up in ship design, with rotatable engines that make it formidable in strafing targets of a similar size. The Nova's redesign caused considerable controversy in the piloting community, when the rear turret was abandoned in favour of increased laser energy and strafing performance.\n\nDespite being a sound dogfighter, the Nova lacks the firepower required by full-time combatants. The Vanguard model improves the speed of the Nova. However, some pilots have suggested a portion of the upgrade budget might have been better spent on an aesthetic redesign.",s,fighter,ship_s,fight,3100,6.0,112175,131970,151766,240,20,0,0,3,argon,1,3,3,0,4,11,3.7,1.229,1.229,1.352
ship_arg_s_fighter_03_a_macro,Pulsar Vanguard,"When the Xenon destroyed a food production facility in Antigone Memorial, the sole survivor was protein engineer Tracie Harben. Having lost her entire family, and fuelled by vengeance, she dedicated herself to the creation of tools of destruction.\n\nHarben's most popular design is the Pulsar fighter, also known as the ""Glass Cannon"". A highly aggressive vessel, it prioritises armaments and speed above all else.\n\nNo-one knew the Pulsar could be even more aggressively optimised until Harben surprised observers by releasing the Vanguard model.",s,heavyfighter,ship_s,fight,1900,10.0,96530,113565,130600,0,20,0,0,3,argon,2,1,1,0,4,8,5.763,1.882,1.882,2.07
ship_arg_s_fighter_04_a_macro,Quasar Vanguard,"In the midst of the Terran War, the Argon Federation floundered somewhat in their ship design output. Perhaps their worst effort was the Quasar fighter, which, named after a powerful cosmic force, failed to fully live up to expectations.\n\nThe Quasar Vanguard was commissioned to breathe some useful function into the model. However, the variant has failed to achieve popularity.",s,heavyfighter,ship_s,fight,1700,6.976,85463,100545,115627,0,20,0,0,3,argon,2,1,1,0,4,8,4.441,1.156,1.156,1.272
ship_pir_s_trans_condensate_01_a_macro,Raleigh (Condensate),"(Raleigh Condensate)(Windfall Ship Building Situation)The Dark left the Windfall system not only isolated, but also ill-equipped for ship building, since it lacked both a wharf and capable engineers. For nearly four decades, the inhabitants largely had to make do with an aging fleet of stranded ships that were taken by surprise by the Jump Gate shutdown. The few remaining engineers in the system were mainly occupied with maintenance, but experimented when they could with custom ship designs. They slowly learned the craft, and became creative with the resources they had to hand. Most of their custom creations were built from repurposed luxury mass traffic vehicles, spare engines disassembled from the leftover fleet, and various parts from scrapped ships that were beyond repair. It was only in 821 (NT), after the Jump Gate to Avarice opened, that a proper supply of resources allowed the engineers to finally abandon their custom creations and develop blueprints for mass production. Arguably, those blueprints still bear the hallmarks of the haphazard designs of the past.\n\nShortly after the widespread adoption of the Raleigh courier, the Aurora Casino was approached by the Northriver company, who commissioned them to create a replacement for their own haphazardly constructed courier. The requirement was for a ship capable of transporting a new type of material: Condensate. The well-funded Northriver Company, working with the Aurora engineers, introduced their prototyped storage system into the more robust framework of the Raleigh in 823 (NT), creating a new courier variant.)",s,courier,ship_s,trade,2200,19.407,151870,217900,283930,0,10,0,0,4,argon,3,1,1,0,4,9,5.679,5.235,5.235,4.188
ship_pir_s_trans_container_01_a_macro,Raleigh (Container),"(Raleigh Container)(Windfall Ship Building Situation)The Dark left the Windfall system not only isolated, but also ill-equipped for ship building, since it lacked both a wharf and capable engineers. For nearly four decades, the inhabitants largely had to make do with an aging fleet of stranded ships that were taken by surprise by the Jump Gate shutdown. The few remaining engineers in the system were mainly occupied with maintenance, but experimented when they could with custom ship designs. They slowly learned the craft, and became creative with the resources they had to hand. Most of their custom creations were built from repurposed luxury mass traffic vehicles, spare engines disassembled from the leftover fleet, and various parts from scrapped ships that were beyond repair. It was only in 821 (NT), after the Jump Gate to Avarice opened, that a proper supply of resources allowed the engineers to finally abandon their custom creations and develop blueprints for mass production. Arguably, those blueprints still bear the hallmarks of the haphazard designs of the past.",s,courier,ship_s,trade,2200,16.876,142180,203995,265810,0,10,0,0,4,argon,2,1,0,0,4,7,5.331,4.038,4.038,3.23
ship_pir_s_heavyfighter_01_a_macro,Shih,"The Dark left the Windfall system not only isolated, but also ill-equipped for ship building, since it lacked both a wharf and capable engineers. For nearly four decades, the inhabitants largely had to make do with an aging fleet of stranded ships that were taken by surprise by the Jump Gate shutdown. The few remaining engineers in the system were mainly occupied with maintenance, but experimented when they could with custom ship designs. They slowly learned the craft, and became creative with the resources they had to hand. Most of their custom creations were built from repurposed luxury mass traffic vehicles, spare engines disassembled from the leftover fleet, and various parts from scrapped ships that were beyond repair. It was only in 821 (NT), after the Jump Gate to Avarice opened, that a proper supply of resources allowed the engineers to finally abandon their custom creations and develop blueprints for mass production. Arguably, those blueprints still bear the hallmarks of the haphazard designs of the past.(Windfall Ship Building)\n\n(Shih)In response to the turmoil caused by the introduction of the Lux fighter, the Syndicate leadership commissioned Scrapyard engineers to develop a heavy fighter. The Syndicate plan was for it to outperform the light fighters, forcing them off the field of combat, while being too expensive for smaller gangs to afford in significant numbers. The Scrapyard engineers based their design on the Kyd, and in 824 (NT) proudly introduced the heavy fighter, the Shih. With a strong focus on durability, the Shih manages to power up to three shield generators. Although they managed to double the firepower of the Kyd, the engineers failed to increase it sufficiently to match that of the major Commonwealth factions. Despite its shortcomings, the Shih was regarded as a major success, and was widely deployed to protect Syndicate property and territory, further securing their power and stabilising the system.",s,heavyfighter,ship_s,fight,4900,12.0,191310,274485,357660,0,20,0,0,2,argon,3,1,3,0,4,11,4.212,3.0,3.0,1.914
ship_bor_s_heavyfighter_01_a_macro,Barracuda,"In 785 (NT) Eleius Astrosecurity competed with Faded Dreams Defences for the contract to develop a Heavy Fighter for the Royal Boron Navy. The Eleius Astrosecurity plans for the Barracuda won this competition and secured the necessary government funding, along with access to Royal Boron Military Defence technologies. The first Barracudas soon entered service in 788 (NT), but required subsequent system updates to overcome initial design flaws in their software.))))\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",s,heavyfighter,ship_s,fight,3700,7.791,203922,245690,287457,0,34,0,0,2,boron,3,1,3,0,4,11,2.28,1.6,1.6,1.6
ship_bor_s_miner_solid_01_a_macro,Grouper (Mineral),"(Grouper S Miner)(Piranha, Grouper and Terrapin Ship Frame Development)When Atreus Shipbuilding Currents was tasked with pioneering this design paradigm shift, their first project would be the development of a new ship frame to be used in three configurations: prospecting, mining and transportation. During the two years of development, the corporation would pave the way for future ship development through great advances in component miniaturisation and improvements to the Travel Mode. In 780 (NT) Atreus Shipbuilding Currents released their new ship frame with the Piranha scout, Grouper miner and Terrapin transporter.)(Ship Frame Development)\n\n(Atreus Era Ship Building)Atreus Era ships were the first ships built in response to the beginning of the Jump Gate shutdowns of 778 (NT). Fearing that systems might be cut off, they were designed to operate more autonomously in contrast to earlier ships which specialised in combined usage. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The Atreus Era ships are sturdier than the later Menelaus Era ships, but not as manoeuvrable.(Atreus Era Ship Building)",s,miner,ship_s,mine,4000,9.6,69490,83723,97955,0,0,0,0,2,boron,1,1,0,0,4,6,4.457,3.143,3.143,2.515
ship_bor_s_scout_02_a_macro,Irukandji,"(Irukandji S Scout)))Faded Dreams Defences developed the Irukandji as a military scout for the Royal Boron Navy, drawing on its experience with Split encounters in the Faded Dreams system, which was by then already disconnected. As their first project under Queen Menelaus, the development helped the company to familiarise itself with the new technologies and production requirements provided by the Royal Boron Military Defence. The ship saw its first deployment in 787 (NT).)\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",s,scout,ship_s,fight,2600,5.582,99353,119702,140052,0,17,0,0,1,boron,3,1,3,0,4,11,2.245,0.458,0.458,0.352
ship_bor_s_fighter_01_a_macro,Mako,"(Mako S Fighter)))The Mako fighter was the second Menelaus Era ship developed by Faded Dreams Defences. As with their prior project, the company could draw upon its experience with Split encounters in the Faded Dreams system. After two years of successful development, and shortly before its ambitious release scheduled in 788 (NT), the company's Mako fighter prototype was stolen by Boron pirates from Barren Shores. This raised serious security questions with the Royal Boron Navy and lead to various audits. As a result the Boron parliament introduced new security requirements for companies working on government contracts. After upgrading their security to the new standards, Faded Dreams Defences continued development and successfully released the Mako fighter in 789 (NT). The fate of the stolen prototype remained unknown, as its incorporated technology was not leaked to other parties.\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",s,fighter,ship_s,fight,3100,6.672,110527,133165,155803,0,26,0,0,2,boron,3,1,3,0,4,11,2.543,0.617,0.617,0.475
ship_bor_s_scout_01_a_macro,Piranha,"(Piranha S Scout)(Piranha, Grouper and Terrapin Ship Frame Development)When Atreus Shipbuilding Currents was tasked with pioneering this design paradigm shift, their first project would be the development of a new ship frame to be used in three configurations: prospecting, mining and transportation. During the two years of development, the corporation would pave the way for future ship development through great advances in component miniaturisation and improvements to the Travel Mode. In 780 (NT) Atreus Shipbuilding Currents released their new ship frame with the Piranha scout, Grouper miner and Terrapin transporter.)(Ship Frame Development)\n\n(Atreus Era Ship Building)Atreus Era ships were the first ships built in response to the beginning of the Jump Gate shutdowns of 778 (NT). Fearing that systems might be cut off, they were designed to operate more autonomously in contrast to earlier ships which specialised in combined usage. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The Atreus Era ships are sturdier than the later Menelaus Era ships, but not as manoeuvrable.(Atreus Era Ship Building)",s,scout,ship_s,fight,4000,7.5,85205,102657,120109,0,26,0,0,2,boron,2,1,4,0,4,11,2.614,2.316,2.316,1.853
