Macro Name,Name,Size,Mk Level,Description,Price Min,Price Avg,Price Max,Tags,Forward Thrust,Reverse Thrust,Boost Thrust,Boost Duration,Boost Recharge,Travel Thrust,Travel Charge Time,Travel Attack Time,Travel Release Time
engine_spl_s_allround_01_mk2_macro,All-round Engine Mk2,s,2,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",19551,28340,37244,,612.0,612.0,5.6,14.0,128.0,7.8,5.0,28.0,20.0
engine_tel_s_allround_01_mk2_macro,All-round Engine Mk2,s,2,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",26348,29276,32203,,444.0,488.4,5.0,22.0,120.0,13.3,4.0,18.0,16.0
engine_ter_s_allround_01_mk2_macro,All-round Engine Mk2,s,2,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",63316,70351,77386,,388.8,447.12,6.0,18.0,100.0,14.0,1.0,11.0,2.0
engine_arg_s_combat_01_mk2_macro,Combat Engine Mk2,s,2,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",40504,45005,49505,,520.7,520.7,8.78,12.0,82.8,10.87,6.0,40.28,10.0
engine_par_s_combat_01_mk2_macro,Combat Engine Mk2,s,2,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",40504,45005,49505,,568.56,568.56,6.34,14.4,122.4,10.96,4.0,34.56,10.0
engine_spl_s_combat_01_mk2_macro,Combat Engine Mk2,s,2,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade. However, the Mk IV is an experimental design developed by the Split. The Mk IV has foregone all safety protocols, resulting in an unreasonably overpowered unit in terms of speed. Pilots report that operating these units requires not only an immense level of skill, but also nerves of steel.",29617,42659,55883,,697.68,697.68,5.94,17.5,128.0,6.16,3.0,32.2,10.0
engine_tel_s_combat_01_mk2_macro,Combat Engine Mk2,s,2,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",40471,44967,49464,,519.48,571.43,5.77,26.4,114.0,9.66,4.0,18.0,8.0
engine_ter_s_combat_01_mk2_macro,Combat Engine Mk2,s,2,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",97264,108071,118878,,447.12,514.19,6.89,22.5,90.0,10.35,1.0,11.0,1.0
engine_arg_s_racer_01_mk1_macro,Racing Engine Mk2,s,2,No information available(No information available),199910,222124,244336,,563.0,710.0,4.4,2.0,10.0,1.0,0.0,1.0,1.0
engine_gen_s_racer_01_mk2_macro,Racing Engine Mk2,s,2,No information available(No information available),289637,321819,354000,,710.0,710.0,4.6,7.0,36.0,9.5,0.0,38.0,30.0
engine_par_s_racer_01_mk1_macro,Racing Engine Mk2,s,2,No information available(No information available),199910,222124,244336,,500.0,720.0,2.5,5.0,18.0,1.0,0.0,1.0,1.0
engine_tel_s_racer_01_mk1_macro,Racing Engine Mk2,s,2,No information available(No information available),239689,266322,292954,,488.0,555.0,3.0,9.0,20.0,1.0,0.0,1.0,1.0
engine_arg_s_travel_01_mk2_macro,Travel Engine Mk2,s,2,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",34732,38591,42450,,414.72,414.72,6.83,9.0,92.0,19.72,4.0,34.2,30.0
engine_par_s_travel_01_mk2_macro,Travel Engine Mk2,s,2,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",34732,38591,42450,,435.07,435.07,4.66,9.96,136.0,22.16,2.0,29.76,30.0
engine_spl_s_travel_01_mk2_macro,Travel Engine Mk2,s,2,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",25342,36583,47977,,550.8,550.8,4.36,11.9,128.0,10.83,5.0,26.6,30.0
engine_tel_s_travel_01_mk2_macro,Travel Engine Mk2,s,2,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",34703,38559,42415,,426.24,468.86,3.54,19.8,120.0,17.73,4.0,14.76,24.0
engine_ter_s_travel_01_mk2_macro,Travel Engine Mk2,s,2,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",83399,92665,101932,,349.92,402.41,5.13,13.86,100.0,19.44,0.0,9.11,3.0
engine_arg_s_allround_01_mk3_macro,All-round Engine Mk3,s,3,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",123301,137001,150701,,518.4,518.4,8.2,10.0,92.0,14.2,6.0,38.0,20.0
engine_bor_s_allround_01_mk3_macro,All-round Engine Mk3,s,3,"Before the Fall of the Gates, a highly efficient engine type emerged from the Queendom's propulsion foundry, variants of which remain in use today. Its emphasis is on engaging Travel Mode instantly, as well as long boost durations. Combined, these offset the mediocre general thrust. Boron engines are incompatible with non-Boron vessels.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",164472,184800,205129,,415.0,455.4,8.0,22.0,200.0,19.0,0.0,44.0,1.0
engine_par_s_allround_01_mk3_macro,All-round Engine Mk3,s,3,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",123301,137001,150701,,556.2,556.2,5.4,12.0,136.0,15.0,4.0,32.0,20.0
engine_spl_s_allround_01_mk3_macro,All-round Engine Mk3,s,3,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",91360,131077,171342,,688.5,688.5,5.6,14.0,128.0,7.8,5.0,28.0,20.0
engine_tel_s_allround_01_mk3_macro,All-round Engine Mk3,s,3,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",123197,136885,150574,,499.5,549.45,5.0,22.0,120.0,13.3,4.0,18.0,16.0
engine_ter_s_allround_01_mk3_macro,All-round Engine Mk3,s,3,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",296011,328901,361791,,437.4,503.01,6.0,18.0,100.0,14.0,1.0,11.0,2.0
engine_arg_s_combat_01_mk3_macro,Combat Engine Mk3,s,3,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",181023,201137,221250,,585.79,585.79,8.78,12.0,82.8,10.87,6.0,40.28,10.0
engine_par_s_combat_01_mk3_macro,Combat Engine Mk3,s,3,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",181023,201137,221250,,639.63,639.63,6.34,14.4,122.4,10.96,4.0,34.56,10.0
engine_spl_s_combat_01_mk3_macro,Combat Engine Mk3,s,3,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade. However, the Mk IV is an experimental design developed by the Split. The Mk IV has foregone all safety protocols, resulting in an unreasonably overpowered unit in terms of speed. Pilots report that operating these units requires not only an immense level of skill, but also nerves of steel.",134474,192227,250800,,784.89,784.89,5.94,17.5,128.0,6.16,3.0,32.2,10.0
engine_tel_s_combat_01_mk3_macro,Combat Engine Mk3,s,3,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",180869,200966,221062,,584.42,642.86,5.77,26.4,114.0,9.66,4.0,18.0,8.0
engine_ter_s_combat_01_mk3_macro,Combat Engine Mk3,s,3,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",434460,482734,531007,,503.01,578.46,6.89,22.5,90.0,10.35,1.0,11.0,1.0
engine_arg_s_travel_01_mk3_macro,Travel Engine Mk3,s,3,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",166592,185103,203613,,466.56,466.56,6.83,9.0,92.0,19.72,4.0,34.2,30.0
engine_par_s_travel_01_mk3_macro,Travel Engine Mk3,s,3,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",166592,185103,203613,,489.46,489.46,4.66,9.96,136.0,22.16,2.0,29.76,30.0
engine_spl_s_travel_01_mk3_macro,Travel Engine Mk3,s,3,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",123724,176882,230850,,619.65,619.65,4.36,11.9,128.0,10.83,5.0,26.6,30.0
engine_tel_s_travel_01_mk3_macro,Travel Engine Mk3,s,3,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",199741,221935,244128,,479.52,527.47,3.54,19.8,120.0,17.0,4.0,14.76,24.0
engine_ter_s_travel_01_mk3_macro,Travel Engine Mk3,s,3,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",399906,444340,488774,,393.66,452.71,5.13,13.86,100.0,19.44,0.0,9.11,3.0
engine_spl_s_combat_01_mk4_macro,Combat Engine Mk4,s,4,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade. However, the Mk IV is an experimental design developed by the Split. The Mk IV has foregone all safety protocols, resulting in an unreasonably overpowered unit in terms of speed. Pilots report that operating these units requires not only an immense level of skill, but also nerves of steel.",672885,961168,1254040,,826.0,826.0,5.94,17.5,128.0,6.16,3.0,32.2,10.0
engine_arg_xl_allround_01_mk1_macro,All-round Engine,xl,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",424061,471179,518297,,10550.0,10022.5,6.89,27.0,92.0,30.53,20.0,91.0,22.5
engine_arg_xl_allround_02_mk1_macro,All-round Engine,xl,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",0,0,0,,11076.0,12184.0,2.0,27.0,92.0,13.0,30.0,750.0,22.5
engine_bor_xl_travel_01_mk1_macro,All-round Engine,xl,1,"Before the Fall of the Gates, a highly efficient engine type emerged from the Queendom's propulsion foundry, variants of which remain in use today. Its emphasis is on engaging Travel Mode instantly, as well as long boost durations. Combined, these offset the mediocre general thrust. Boron engines are incompatible with non-Boron vessels.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",496537,557907,619277,,7912.5,8703.75,5.04,46.0,200.0,41.8,0.0,95.5,1.25
engine_par_xl_allround_01_mk1_macro,All-round Engine,xl,1,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",428301,475890,523479,,11600.0,10440.0,4.2,33.6,136.0,30.6,16.0,72.0,22.5
engine_spl_xl_allround_01_mk1_macro,All-round Engine,xl,1,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",340974,486335,633834,,13715.0,13715.0,5.04,33.6,128.0,16.77,17.0,72.8,22.5
engine_tel_xl_allround_01_mk1_macro,All-round Engine,xl,1,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",423689,470766,517843,,10400.0,11440.0,3.75,44.0,120.0,28.6,10.0,57.0,18.0
engine_ter_xl_allround_01_mk1_macro,All-round Engine,xl,1,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",1017784,1130871,1243958,,9284.0,10212.0,4.8,40.0,100.0,28.0,5.0,44.0,1.5
engine_tfm_xl_allround_01_mk1_macro,All-round Engine,xl,1,"Analysis of Xenon propulsion systems reveals a lack of clear specialisation, suggesting their engines may be iterative improvements of prior designs, likely driven by evolutionary algorithms. These engines demonstrate consistent performance across a variety of mission profiles, with particularly notable capabilities during sustained high-velocity travel.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.",0,0,0,,24979.0,22481.0,2.0,60.0,150.0,18.0,30.0,25.0,25.0
engine_tfm_xl_carrier_02_allround_01_mk1_macro,All-round Engine,xl,1,"Analysis of Xenon propulsion systems reveals a lack of clear specialisation, suggesting their engines may be iterative improvements of prior designs, likely driven by evolutionary algorithms. These engines demonstrate consistent performance across a variety of mission profiles, with particularly notable capabilities during sustained high-velocity travel.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.",0,0,0,,24979.0,22481.0,2.0,60.0,150.0,18.0,30.0,25.0,25.0
engine_xen_xl_allround_01_mk1_macro,All-round Engine,xl,1,"Analysis of Xenon propulsion systems reveals a lack of clear specialisation, suggesting their engines may be iterative improvements of prior designs, likely driven by evolutionary algorithms. These engines demonstrate consistent performance across a variety of mission profiles, with particularly notable capabilities during sustained high-velocity travel.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.",424138,471264,518390,,11076.0,12184.0,2.5,30.0,150.0,25.0,20.0,49.0,15.0
engine_kha_xl_battleship_01_allround_01_mk1_macro,Engine,xl,1,No information available(No information available),0,0,0,,36000.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engine_pir_xl_battleship_01_allround_01_mk1_macro,Engine,xl,1,"The undeniable genius of engineer Sihi Do of Avarice resulted in a vessel that has, to date, defeated all attempts at interoperability with conventional ship systems.\n\nThe Erlking's main engines draw from the ship's one-of-a-kind power matrix, delivering exceptional speed and acceleration. However, these XL engines, in a class of their own, cannot be integrated with spacecraft with traditional power frameworks.",45773,53850,61928,,18504.0,18504.0,2.6,24.0,130.0,33.0,30.0,75.0,22.5
engine_xen_xl_mothership_01_allround_mk1_macro,Engine,xl,1,No information available(No information available),498332,600400,702468,,35312.0,38844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engine_tel_xl_travel_02_mk1_macro,SPL (extra-large)XL Travel EngineMk1,xl,1,,0,0,0,,900.0,0.0,0.0,0.0,0.0,100.0,0.1,0.1,60.1
engine_arg_xl_travel_01_mk1_macro,Travel Engine,xl,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",445263,494737,544210,,8545.5,8118.23,5.74,24.3,92.0,42.4,18.0,82.0,37.5
engine_par_xl_travel_01_mk1_macro,Travel Engine,xl,1,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",449716,499685,549653,,9187.0,8268.0,3.63,27.89,136.0,45.2,14.0,67.0,37.5
engine_spl_xl_travel_01_mk1_macro,Travel Engine,xl,1,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",352716,503356,656275,,11109.15,11109.15,3.92,28.56,128.0,23.29,17.0,69.2,37.5
engine_tel_xl_travel_01_mk1_macro,Travel Engine,xl,1,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nExtra large, XL-size engines may only be fitted to vessels of the corresponding size category.\n\nThe Mark I drive is the basic model.",444873,494304,543734,,8898.0,9678.0,2.66,35.0,120.0,37.5,10.0,49.0,30.0
